Epoch,Loss,Prec@1,Prec@5
150,1.5162700414657593,88.946,99.743
151,1.0931400060653687,91.26,99.229
152,1.3867100477218628,91.003,98.715
153,1.2195700407028198,89.974,98.972
154,1.6397099494934082,90.745,99.743
155,1.0449700355529785,88.175,99.229
156,1.270359992980957,91.774,99.743
157,1.301900029182434,90.488,99.743
158,1.2124799489974976,92.802,100.0
159,1.3554199934005737,90.745,99.743
160,1.1817599534988403,90.488,99.743
161,1.4738099575042725,90.488,99.229
162,1.6491999626159668,90.745,99.229
163,1.191159963607788,92.545,99.743
164,1.483240008354187,88.175,100.0
165,1.5462299585342407,88.689,99.229
166,1.8672599792480469,89.203,97.943
167,1.37431001663208,90.488,100.0
168,1.486240029335022,91.26,98.458
169,1.8629100322723389,88.175,99.229
170,1.3381099700927734,89.717,99.743
171,1.273210048675537,91.517,99.486
172,1.7113699913024902,86.889,99.486
173,1.1171599626541138,88.946,99.743
174,1.2129700183868408,89.717,99.486
175,1.5866299867630005,88.946,99.486
176,1.3081599473953247,91.774,100.0
177,1.945199966430664,90.231,99.486
178,1.1371699571609497,89.717,99.743
179,1.9160799980163574,88.432,98.972
180,1.9841200113296509,85.861,98.972
181,1.1831899881362915,92.545,100.0
182,1.4671200513839722,90.745,99.486
183,1.486240029335022,92.545,99.229
184,1.4069499969482422,90.231,99.229
185,1.1225999593734741,90.488,100.0
186,1.0342199802398682,91.003,99.743
187,1.2050199508666992,90.488,99.743
188,1.485260009765625,89.717,99.229
189,1.32014000415802,91.003,98.972
190,2.0117900371551514,89.46,98.715
191,1.5478099584579468,89.46,99.486
192,1.6938600540161133,87.661,100.0
193,1.4109599590301514,92.288,99.743
194,1.696079969406128,87.661,99.229
195,1.3961999416351318,87.661,99.229
196,1.6045600175857544,90.488,99.743
197,1.4120899438858032,91.26,100.0
198,1.8797800540924072,86.632,98.715
199,1.2069400548934937,88.946,100.0
